Date,n,P,score_window
2023-06-22,22,0.3,78.64988636363341
2023-06-23,16,0.16,129.10791666666773
2023-06-26,30,0.1,104.86941666666098
2023-06-27,30,0.1,104.86941666666098
2023-06-28,30,0.1,122.13216666666267
2023-06-30,30,0.1,120.05416666666497
2023-07-03,16,0.16,149.98216666666485
2023-07-04,16,0.16,184.00716666666267
2023-07-05,30,0.14,171.01366666666945
2023-07-06,30,0.14,225.988666666668
2023-07-07,30,0.28,223.80816666666942
2023-07-10,16,0.16,279.98949999999604
2023-07-11,12,0.16,253.2230000000054
2023-07-12,12,0.3,241.9766666666692
2023-07-13,12,0.3,243.57666666667137
2023-07-14,30,0.14,167.5889999999963
2023-07-17,24,0.16,182.37499999999636
2023-07-18,24,0.16,183.7699999999968
2023-07-19,16,0.12,204.7935833333322
2023-07-20,16,0.12,186.16839583333058
2023-07-21,16,0.12,210.37233333332915
2023-07-24,16,0.12,216.60989583332776
2023-07-25,16,0.12,210.80989583332848
2023-07-26,16,0.12,162.00989583332557
2023-07-27,16,0.12,168.12539583332546
2023-07-28,16,0.12,172.01224999998885
2023-07-31,16,0.12,82.55912499998885
2023-08-01,16,0.12,109.4473124999895
2023-08-02,16,0.12,109.29731249998804
2023-08-03,14,0.3,153.12494047618748
2023-08-04,14,0.3,194.16369047619082
2023-08-07,30,0.1,142.8565833333305
2023-08-08,30,0.1,214.97324999999182
2023-08-09,30,0.1,159.52049999999508
2023-08-10,14,0.3,131.17958333333445
2023-08-11,14,0.3,190.5795833333359
2023-08-14,14,0.3,169.47958333333736
2023-08-16,14,0.3,110.77952380952775
2023-08-17,14,0.28,122.91033333333326
2023-08-18,14,0.28,99.36033333333398
2023-08-21,14,0.28,41.09683333333305
2023-08-22,14,0.28,101.34683333333305
2023-08-23,14,0.28,101.34683333333305
2023-08-24,14,0.28,101.34683333333305
2023-08-25,14,0.28,157.7718333333396
2023-08-28,12,0.2,101.323333333341
2023-08-29,12,0.2,101.323333333341
2023-08-30,14,0.28,84.9573333333392
2023-08-31,16,0.22,101.66060416668188
2023-09-01,16,0.22,95.2668541666826
2023-09-04,16,0.22,87.16535416668194
2023-09-05,16,0.22,134.24035416668266
2023-09-06,16,0.22,134.24035416668266
2023-09-07,16,0.22,117.54868750001333
2023-09-08,30,0.16,178.83166666667603
2023-09-11,30,0.16,248.45606666667663
2023-09-12,30,0.16,276.77606666667634
2023-09-13,30,0.16,222.50940000001356
2023-09-14,30,0.16,219.89860000001136
2023-09-15,30,0.18,230.60980000001655
2023-09-18,30,0.1,207.61583333334056
2023-09-20,30,0.18,179.2181333333465
2023-09-21,30,0.18,214.08358333334763
2023-09-22,30,0.18,249.63438333334852
2023-09-25,30,0.1,181.1280833333367
2023-09-26,30,0.24,167.1177333333435
2023-09-27,30,0.24,167.1177333333435
2023-09-28,30,0.24,195.51773333334495
2023-09-29,22,0.26,234.19281818182935
2023-10-03,20,0.24,236.86050000000978
2023-10-04,20,0.24,189.07780000001003
2023-10-05,20,0.24,142.5028000000093
2023-10-06,20,0.24,142.5028000000093
2023-10-09,20,0.24,199.61946666667427
2023-10-10,12,0.24,154.4296666666778
2023-10-11,12,0.24,210.02266666667856
2023-10-12,12,0.24,162.2336666666779
2023-10-13,12,0.24,209.8920000000071
2023-10-16,14,0.24,223.05761904762403
2023-10-17,14,0.24,218.3576190476233
2023-10-18,14,0.24,218.3576190476233
2023-10-19,14,0.24,264.0946190476243
2023-10-20,14,0.24,261.97585714286106
2023-10-23,14,0.24,264.47585714286106
2023-10-25,28,0.26,318.262767857148
2023-10-26,28,0.26,370.63217857143536
2023-10-27,20,0.24,413.311700000002
2023-10-30,20,0.24,402.8617000000013
2023-10-31,20,0.24,375.82880000000296
2023-11-01,22,0.24,325.43936363636385
2023-11-02,22,0.24,318.28936363636603
2023-11-03,18,0.2,341.15416666666715
2023-11-06,12,0.12,343.00225000000137
2023-11-07,12,0.12,376.6505000000034
2023-11-08,18,0.2,348.00416666666933
2023-11-09,18,0.2,307.86750000000393
2023-11-10,18,0.2,307.86750000000393
2023-11-13,12,0.12,308.4873333333344
2023-11-15,30,0.3,294.51316666666753
2023-11-16,14,0.12,328.50428571429075
2023-11-17,18,0.3,352.9529166666689
2023-11-20,22,0.3,297.2941666666702
2023-11-21,22,0.3,251.52750000000378
2023-11-22,22,0.3,251.52750000000378
2023-11-23,22,0.3,193.42715909091203
2023-11-24,22,0.3,132.72500000000218
2023-11-28,22,0.3,105.42500000000291
2023-11-29,20,0.3,120.22262500000215
2023-11-30,20,0.3,159.604000000003
2023-12-01,20,0.3,122.01233333333585
2023-12-04,20,0.3,117.96233333333294
2023-12-05,20,0.3,165.5713333333333
2023-12-06,20,0.3,166.77133333333404
2023-12-07,20,0.3,161.77133333333404
2023-12-08,20,0.3,161.77133333333404
2023-12-11,20,0.3,129.24633333333622
2023-12-12,20,0.3,129.24633333333622
2023-12-13,20,0.3,149.61345833333326
2023-12-14,18,0.18,125.13225000000239
2023-12-15,18,0.18,157.4412500000035
2023-12-18,20,0.18,153.18460000001141
2023-12-19,20,0.18,153.18460000001141
2023-12-20,18,0.18,188.54275000000416
2023-12-21,18,0.18,240.67608333333555
2023-12-22,18,0.18,376.9677499999998
2023-12-26,24,0.16,382.58599999999933
2023-12-27,24,0.16,441.17949999999837
2023-12-28,22,0.16,447.2773636363745
2023-12-29,20,0.14,440.534458333339
2024-01-01,20,0.14,418.32525833333784
2024-01-02,30,0.18,433.0504499999988
2024-01-03,20,0.14,444.5715833333379
2024-01-04,20,0.14,466.09775833333697
2024-01-05,30,0.18,463.35015000000203
2024-01-08,30,0.18,466.45848333333197
2024-01-09,30,0.18,511.7108833333332
2024-01-10,30,0.18,437.9608833333332
2024-01-11,30,0.18,393.79663333333156
2024-01-12,30,0.1,426.59658333333937
2024-01-15,28,0.1,434.1719940476214
2024-01-16,30,0.1,534.2976666666655
2024-01-17,30,0.1,457.92266666666546
2024-01-18,30,0.1,465.28191666666316
2024-01-19,12,0.1,444.6808333333247
2024-01-20,12,0.1,378.2641666666568
2024-01-23,12,0.1,306.2497916666616
2024-01-24,12,0.1,282.33229166666206
2024-01-25,30,0.1,270.8961666666619
2024-01-29,12,0.1,279.49416666666
2024-01-30,12,0.1,313.2310416666587
2024-01-31,12,0.1,320.6916666666584
2024-02-01,12,0.1,330.6535416666593
2024-02-02,30,0.1,304.70591666666223
2024-02-05,12,0.1,324.7422916666583
2024-02-06,12,0.1,300.7839583333298
2024-02-07,12,0.1,389.4472916666673
2024-02-08,12,0.1,377.206458333334
2024-02-09,12,0.1,333.83145833333765
2024-02-12,30,0.26,288.0827166666677
2024-02-13,30,0.24,300.3170666666665
2024-02-14,18,0.1,237.99541666666846
2024-02-15,20,0.1,336.7235416666663
2024-02-16,20,0.1,309.8531666666677
2024-02-19,30,0.24,372.13373333333584
2024-02-20,30,0.24,311.9837333333344
2024-02-21,24,0.26,340.3636666666571
2024-02-22,22,0.2,376.9294696969664
2024-02-23,24,0.26,366.3816041666614
2024-02-26,24,0.26,436.1316041666614
2024-02-27,24,0.26,360.48685416666194
2024-02-28,24,0.26,281.9942916666623
2024-02-29,24,0.26,290.24197916666526
2024-03-01,24,0.26,290.24197916666526
2024-03-04,26,0.3,345.9258012820501
2024-03-05,26,0.3,345.9258012820501
2024-03-06,30,0.3,320.6676666666681
2024-03-07,24,0.28,383.76562500000364
2024-03-11,18,0.3,305.2099999999991
2024-03-12,16,0.3,382.05812499999956
2024-03-13,16,0.3,354.9081249999981
2024-03-14,16,0.3,442.35421874999884
2024-03-15,16,0.3,481.62921875000393
2024-03-18,16,0.3,416.0292187500054
2024-03-19,16,0.3,416.0292187500054
2024-03-20,14,0.28,470.4745000000039
2024-03-21,14,0.28,326.42450000000827
2024-03-22,16,0.3,289.8292187500083
2024-03-26,30,0.2,386.0519999999997
2024-03-27,30,0.2,386.0519999999997
2024-03-28,30,0.2,367.4519999999975
2024-04-01,30,0.2,440.36699999999837
2024-04-02,30,0.2,370.34149999999863
2024-04-03,30,0.2,370.34149999999863
2024-04-04,30,0.2,288.5219999999972
2024-04-05,30,0.2,267.0053333333308
2024-04-08,30,0.2,267.0053333333308
2024-04-09,28,0.2,204.55761904761675
2024-04-10,28,0.2,204.55761904761675
2024-04-12,28,0.2,140.5090476190453
2024-04-15,16,0.12,263.8262291666724
2024-04-16,30,0.12,359.13916666666773
2024-04-18,30,0.12,319.83746666666775
2024-04-19,16,0.12,289.8728958333377
2024-04-22,26,0.14,454.6565576923131
2024-04-23,26,0.14,410.23476923077396
2024-04-24,26,0.14,365.7269615384648
2024-04-25,14,0.2,414.80666666666366
2024-04-26,28,0.14,341.46833333333416
2024-04-29,28,0.14,346.6850000000086
2024-04-30,14,0.2,374.95130952380714
2024-05-02,20,0.12,338.2053000000051
2024-05-03,20,0.12,291.7053000000051
2024-05-06,20,0.12,329.95530000000144
2024-05-07,20,0.12,377.79345000000103
2024-05-08,20,0.12,436.7160166666654
2024-05-09,20,0.12,434.34934999999314
2024-05-10,12,0.12,436.4817499999954
2024-05-13,20,0.12,349.0772333333225
2024-05-14,12,0.28,343.657249999982
2024-05-15,12,0.28,245.2072499999813
2024-05-16,12,0.28,206.57391666665717
2024-05-17,24,0.26,156.72370833332025
2024-05-21,14,0.28,187.36849999998958
2024-05-22,14,0.28,41.35183333332316
2024-05-23,14,0.28,41.35183333332316
2024-05-24,14,0.28,137.33583333332354
2024-05-27,14,0.28,137.33583333332354
2024-05-28,14,0.28,179.2274999999936
2024-05-29,24,0.26,151.9062499999891
2024-05-30,24,0.26,110.956249999992
2024-05-31,24,0.26,299.841687499993
2024-06-03,24,0.26,299.841687499993
2024-06-04,24,0.26,255.99168749999808
2024-06-05,24,0.26,370.1759999999995
2024-06-06,12,0.3,407.7375000000029
2024-06-07,12,0.3,435.7041666666737
2024-06-10,12,0.3,527.0916666666708
2024-06-11,12,0.3,527.0916666666708
