entry_time,side,entry_px,exit_time,exit_px,exit_reason,pnl_pts,ORH,ORL,PivotLow,PivotHigh,A_distance,TP_mult_A,Date,n_used,P_used,T,slippage,cost_pts
2021-09-24 13:45:00,short,17833.35,2021-09-24 13:46:00,17835.05,STOP,-2.2000000000007276,17947.65,17889.7,17745.225,17796.841666666667,45.287727272727246,1,2021-09-24,22,0.3,20,0.5,0.5
2021-09-27 10:48:00,short,17836.75,2021-09-27 12:55:00,17883.1,STOP,-46.849999999998545,17933.2,17891.75,17856.275,17883.525,44.9665909090909,1,2021-09-27,22,0.3,20,0.5,0.5
2021-09-28 12:04:00,short,17757.0,2021-09-28 12:19:00,17707.95,TARGET,48.54999999999927,17912.85,17814.75,17859.833333333332,17873.2,45.589090909090864,1,2021-09-28,22,0.3,20,0.5,0.5
2021-09-29 14:20:00,long,17749.9,2021-09-29 14:57:00,17741.9,STOP,-8.5,17670.2,17608.15,17744.391666666663,17744.475,46.64799999999996,1,2021-09-29,30,0.3,20,0.5,0.5
2021-10-04 09:55:00,long,17688.25,2021-10-04 09:58:00,17703.6,TARGET,14.849999999998545,17643.1,17581.35,17505.025,17515.708333333336,19.241999999999994,1,2021-10-04,18,0.12,20,0.5,0.5
2021-10-05 12:50:00,long,17737.8,2021-10-05 12:56:00,17753.3,TARGET,15.0,17696.75,17640.9,17666.125,17686.075000000004,19.37566666666668,1,2021-10-05,18,0.12,20,0.5,0.5
2021-10-06 10:23:00,short,17801.2,2021-10-06 10:24:00,17805.6,STOP,-4.899999999997817,17884.6,17839.8,17737.175000000003,17792.691666666666,21.768000000000065,1,2021-10-06,12,0.12,20,0.5,0.5
2021-10-07 12:11:00,long,17840.8,2021-10-07 15:25:00,17789.55,EOD,-51.75,17820.35,17763.8,17664.458333333336,17752.074999999997,19.26535714285718,1,2021-10-07,14,0.1,20,0.5,0.5
2021-10-11 10:43:00,long,17995.05,2021-10-11 15:25:00,17937.9,EOD,-57.64999999999782,17925.5,17839.1,17890.63333333333,17891.1,48.567,1,2021-10-11,30,0.3,20,0.5,0.5
2021-10-13 12:27:00,long,18159.3,2021-10-13 15:25:00,18158.65,EOD,-1.1499999999978172,18099.15,18050.75,17936.800000000003,17979.26666666667,48.82187500000004,1,2021-10-13,24,0.3,20,0.5,0.5
2021-10-19 10:13:00,short,18445.8,2021-10-19 10:17:00,18495.85,STOP,-50.54999999999927,18604.45,18534.65,18481.675000000003,18494.225,49.216875000000066,1,2021-10-19,24,0.3,20,0.5,0.5
2021-10-20 13:54:00,short,18265.2,2021-10-20 14:23:00,18219.6,TARGET,45.10000000000218,18458.2,18326.95,18442.258333333335,18491.075,51.15750000000007,1,2021-10-20,24,0.3,20,0.5,0.5
2021-10-21 10:47:00,short,18184.5,2021-10-21 10:59:00,18144.15,TARGET,39.849999999998545,18384.2,18250.75,18300.808333333334,18333.824999999997,41.957500000000074,1,2021-10-21,24,0.24,20,0.5,0.5
2021-10-22 12:27:00,short,18154.5,2021-10-22 13:00:00,18107.25,TARGET,46.75,18296.75,18204.2,18208.733333333337,18216.1,46.139363636363754,1,2021-10-22,22,0.26,20,0.5,0.5
2021-10-28 10:52:00,short,18037.7,2021-10-28 12:27:00,17990.1,TARGET,47.10000000000218,18190.7,18103.4,18206.308333333334,18259.625,44.80250000000011,1,2021-10-28,24,0.24,20,0.5,0.5
2021-10-29 10:48:00,long,17901.95,2021-10-29 10:57:00,17889.25,STOP,-13.200000000000728,17833.4,17613.1,17888.724999999995,17995.075,46.74150000000009,1,2021-10-29,24,0.24,20,0.5,0.5
2021-11-01 13:48:00,long,17902.25,2021-11-01 14:37:00,17949.5,TARGET,46.75,17833.6,17697.1,17714.25833333333,17764.475,48.486500000000085,1,2021-11-01,24,0.24,20,0.5,0.5
2021-11-02 10:44:00,short,17896.65,2021-11-02 10:50:00,17909.1,STOP,-12.94999999999709,18012.25,17947.75,17825.6,17905.0,49.6505000000001,1,2021-11-02,24,0.24,20,0.5,0.5
2021-11-03 12:35:00,short,17869.3,2021-11-03 13:09:00,17822.1,TARGET,46.70000000000073,17978.55,17935.15,17904.541666666668,17929.925,47.92950000000012,1,2021-11-03,24,0.24,20,0.5,0.5
2021-11-10 13:53:00,long,18042.8,2021-11-10 13:54:00,18035.6,STOP,-7.700000000000728,17968.2,17915.55,18047.824999999997,18050.841666666667,49.70350000000009,1,2021-11-10,24,0.24,20,0.5,0.5
