Date,n,P,score_window
2024-10-28,16,0.3,301.1177083333314
2024-10-29,16,0.28,340.34108333332915
2024-10-30,16,0.12,316.8701666666602
2024-10-31,16,0.12,369.67016666666314
2024-11-04,16,0.12,332.1594166666655
2024-11-05,16,0.12,391.64445833333593
2024-11-06,24,0.14,301.55941666667786
2024-11-07,24,0.14,308.95870833334266
2024-11-08,16,0.28,393.81795833332944
2024-11-11,16,0.28,393.81795833332944
2024-11-12,16,0.28,479.13408333333064
2024-11-13,16,0.28,576.6032083333339
2024-11-14,16,0.28,682.8280833333338
2024-11-18,16,0.28,682.8280833333338
2024-11-19,16,0.28,615.315583333333
2024-11-21,18,0.3,477.98583333333227
2024-11-22,18,0.3,590.5941666666695
2024-11-25,18,0.3,602.6508333333368
2024-11-26,28,0.16,743.1428571428551
2024-11-27,28,0.16,789.8917142857135
2024-11-28,28,0.16,709.2017142857148
2024-11-29,28,0.16,717.1657142857148
2024-12-02,26,0.16,731.9613846153734
2024-12-03,26,0.16,749.0613846153719
2024-12-04,26,0.16,806.211999999985
2024-12-05,26,0.16,764.329538461523
2024-12-06,26,0.16,768.2230769230628
2024-12-09,12,0.12,727.0069999999905
2024-12-10,26,0.16,712.7301538461397
2024-12-11,12,0.12,723.8714999999902
2024-12-12,12,0.12,649.3384999999907
2024-12-13,12,0.12,641.7719999999899
2024-12-16,12,0.12,631.085999999992
2024-12-17,22,0.1,670.4470454545408
2024-12-18,12,0.12,773.2839999999924
2024-12-19,12,0.12,767.0459999999912
2024-12-20,12,0.12,767.0459999999912
2024-12-23,18,0.1,689.1666666666606
2024-12-24,18,0.1,218.41666666666788
2024-12-26,28,0.1,223.35625000000073
2024-12-27,28,0.1,220.5796428571448
2024-12-30,28,0.1,101.27232142857247
